T,P,DD,Td,result
26.2,759.8,Wind blowing from the south-southeast,22.3,2 m/s (Light breeze)
26.6,758.7,Wind blowing from the east,23.0,1 m/s (Light air)
27.2,759.4,Wind blowing from the south-east,22.2,2 m/s (Light breeze)
28.0,760.3,Wind blowing from the south-east,21.8,2 m/s (Light breeze)
28.6,759.0,Wind blowing from the south-southeast,22.9,2 m/s (Light breeze)
31.0,757.4,Wind blowing from the south-southeast,20.4,3 m/s (Gentle breeze)
32.6,758.2,Wind blowing from the south-east,20.5,3 m/s (Gentle breeze)
31.6,760.5,Wind blowing from the south,19.9,3 m/s (Gentle breeze)
25.2,760.5,Wind blowing from the east,20.6,1 m/s (Light air)
24.4,759.1,Wind blowing from the south,21.3,1 m/s (Light air)
27.0,759.1,Wind blowing from the south-east,21.9,2 m/s (Light breeze)
28.0,760.1,Wind blowing from the south-southeast,21.8,3 m/s (Gentle breeze)
28.6,759.1,Wind blowing from the east-southeast,22.5,2 m/s (Light breeze)
30.4,758.0,Wind blowing from the south-east,22.7,3 m/s (Gentle breeze)
31.8,759.3,Wind blowing from the south-southeast,22.4,3 m/s (Gentle breeze)
31.2,760.9,Wind blowing from the south,23.2,3 m/s (Gentle breeze)
26.5,760.5,Wind blowing from the south-southwest,22.6,2 m/s (Light breeze)
26.2,758.9,Wind blowing from the south-southeast,23.4,2 m/s (Light breeze)
27.0,759.0,Wind blowing from the east-southeast,23.7,2 m/s (Light breeze)
28.0,760.0,Wind blowing from the east-southeast,23.0,2 m/s (Light breeze)
29.2,758.6,Wind blowing from the south-southeast,23.4,3 m/s (Gentle breeze)
33.0,757.1,Wind blowing from the south-east,20.9,3 m/s (Gentle breeze)
34.8,758.5,Wind blowing from the south-southeast,20.5,3 m/s (Gentle breeze)
31.0,760.5,Wind blowing from the east-northeast,22.7,2 m/s (Light breeze)
25.6,760.4,Wind blowing from the west-northwest,21.9,2 m/s (Light breeze)
26.0,759.5,Wind blowing from the south,22.1,2 m/s (Light breeze)
27.4,759.9,Wind blowing from the south,23.5,2 m/s (Light breeze)
28.4,760.6,Wind blowing from the south,23.5,2 m/s (Light breeze)
29.8,758.9,Wind blowing from the south-southeast,22.0,3 m/s (Gentle breeze)
32.5,757.6,Wind blowing from the south-southeast,20.2,3 m/s (Gentle breeze)
34.0,758.9,Wind blowing from the south-east,20.5,3 m/s (Gentle breeze)
32.4,760.5,Wind blowing from the south-east,21.5,3 m/s (Gentle breeze)
26.4,760.5,Wind blowing from the north-west,22.5,2 m/s (Light breeze)
25.4,758.2,"Calm, no wind",22.0,0 m/s (Calm)
26.8,759.4,Wind blowing from the west,22.9,2 m/s (Light breeze)
27.8,760.2,Wind blowing from the south-east,23.7,2 m/s (Light breeze)
29.2,759.2,Wind blowing from the south-southeast,23.4,3 m/s (Gentle breeze)
32.0,757.3,Wind blowing from the south-east,22.0,3 m/s (Gentle breeze)
34.6,757.9,Wind blowing from the south,20.9,3 m/s (Gentle breeze)
32.2,759.6,Wind blowing from the south-east,22.2,3 m/s (Gentle breeze)
25.6,759.4,Wind blowing from the west-northwest,21.3,2 m/s (Light breeze)
24.6,758.8,Wind blowing from the south-east,22.1,1 m/s (Light air)
26.2,759.4,Wind blowing from the east-southeast,22.9,1 m/s (Light air)
27.8,759.7,Wind blowing from the south-southeast,22.5,2 m/s (Light breeze)
29.2,758.8,Wind blowing from the south-southeast,22.8,3 m/s (Gentle breeze)
31.8,757.4,Wind blowing from the south-east,19.1,3 m/s (Gentle breeze)
33.0,758.0,Wind blowing from the south-east,18.2,3 m/s (Gentle breeze)
30.0,760.3,Wind blowing from the north-west,21.9,3 m/s (Gentle breeze)
24.4,760.6,Wind blowing from the east-northeast,20.1,1 m/s (Light air)
25.2,758.5,Wind blowing from the south-east,21.5,1 m/s (Light air)
26.6,759.4,Wind blowing from the south-southeast,22.7,2 m/s (Light breeze)
27.6,760.0,Wind blowing from the south-east,22.0,2 m/s (Light breeze)
28.6,758.4,Wind blowing from the south-east,22.2,3 m/s (Gentle breeze)
33.4,756.4,Wind blowing from the east-southeast,17.6,3 m/s (Gentle breeze)
32.8,757.6,Wind blowing from the east-southeast,21.7,3 m/s (Gentle breeze)
30.8,760.1,Wind blowing from the south-east,21.2,3 m/s (Gentle breeze)
24.2,760.2,Wind blowing from the south-southeast,20.2,1 m/s (Light air)
24.2,758.9,Wind blowing from the west-northwest,19.8,2 m/s (Light breeze)
25.2,758.7,Wind blowing from the south-southwest,21.5,2 m/s (Light breeze)
26.8,759.5,Wind blowing from the south-east,21.7,2 m/s (Light breeze)
29.0,759.2,Wind blowing from the south-southeast,22.0,3 m/s (Gentle breeze)
32.2,757.2,Wind blowing from the south-east,19.6,3 m/s (Gentle breeze)
33.0,758.0,Wind blowing from the south-east,20.6,3 m/s (Gentle breeze)
31.8,760.3,Wind blowing from the south-east,20.8,3 m/s (Gentle breeze)
25.2,760.6,Wind blowing from the south-southeast,21.5,2 m/s (Light breeze)
25.0,759.2,Wind blowing from the east-southeast,21.0,1 m/s (Light air)
26.0,759.2,Wind blowing from the south-west,22.1,2 m/s (Light breeze)
27.4,759.7,Wind blowing from the south-southeast,22.4,2 m/s (Light breeze)
29.0,759.0,Wind blowing from the south-southeast,22.6,3 m/s (Gentle breeze)
32.0,757.1,Wind blowing from the east-southeast,22.0,3 m/s (Gentle breeze)
32.4,758.2,Wind blowing from the north-east,22.8,3 m/s (Gentle breeze)
31.0,760.5,Wind blowing from the west-northwest,23.0,3 m/s (Gentle breeze)
25.8,760.0,Wind blowing from the west-northwest,21.9,2 m/s (Light breeze)
25.2,758.9,Wind blowing from the south-east,21.2,1 m/s (Light air)
26.6,759.4,Wind blowing from the west-northwest,21.8,2 m/s (Light breeze)
28.0,759.4,Wind blowing from the east-southeast,23.0,2 m/s (Light breeze)
29.2,758.5,Wind blowing from the south-east,20.7,3 m/s (Gentle breeze)
32.2,757.1,Wind blowing from the south-east,19.3,3 m/s (Gentle breeze)
34.5,758.0,Wind blowing from the east-northeast,20.4,3 m/s (Gentle breeze)
32.2,759.5,Wind blowing from the south-southwest,21.6,3 m/s (Gentle breeze)
25.0,759.6,"Calm, no wind",21.5,0 m/s (Calm)
24.6,758.8,Wind blowing from the south-southeast,20.9,1 m/s (Light air)
26.6,759.1,Wind blowing from the south-southeast,20.9,2 m/s (Light breeze)
27.8,759.7,Wind blowing from the south-east,22.5,2 m/s (Light breeze)
29.0,758.5,Wind blowing from the south-southeast,19.5,3 m/s (Gentle breeze)
32.0,757.0,Wind blowing from the south-southeast,19.1,3 m/s (Gentle breeze)
33.0,757.8,Wind blowing from the south-east,20.3,3 m/s (Gentle breeze)
31.4,759.6,Wind blowing from the south-east,19.0,3 m/s (Gentle breeze)
24.4,759.7,Wind blowing from the south-east,18.8,1 m/s (Light air)
23.8,758.3,Wind blowing from the south-west,20.6,1 m/s (Light air)
26.5,758.3,Wind blowing from the east-southeast,21.6,2 m/s (Light breeze)
27.4,758.8,Wind blowing from the south-southeast,21.5,2 m/s (Light breeze)
28.4,757.4,Wind blowing from the south-east,20.1,3 m/s (Gentle breeze)
31.2,756.1,Wind blowing from the south,16.6,3 m/s (Gentle breeze)
32.0,757.2,Wind blowing from the south-east,16.9,3 m/s (Gentle breeze)
31.2,759.0,Wind blowing from the south,17.0,3 m/s (Gentle breeze)
24.4,759.2,Wind blowing from the west-northwest,20.7,2 m/s (Light breeze)
24.4,758.1,Wind blowing from the west,23.6,2 m/s (Light breeze)
25.2,758.2,Wind blowing from the east,20.6,1 m/s (Light air)
27.2,759.1,Wind blowing from the south,20.6,2 m/s (Light breeze)
28.0,757.8,Wind blowing from the south-southeast,19.0,3 m/s (Gentle breeze)
30.2,757.0,Wind blowing from the south-southeast,19.7,3 m/s (Gentle breeze)
33.0,757.8,Wind blowing from the south-east,19.3,3 m/s (Gentle breeze)
31.8,760.0,Wind blowing from the east-southeast,17.4,3 m/s (Gentle breeze)
25.0,759.7,Wind blowing from the south,20.4,1 m/s (Light air)
25.0,758.3,Wind blowing from the west,20.7,2 m/s (Light breeze)
26.4,758.7,Wind blowing from the south-southeast,20.4,2 m/s (Light breeze)
27.4,759.1,Wind blowing from the south-east,21.2,2 m/s (Light breeze)
31.2,757.0,Wind blowing from the east-southeast,21.4,3 m/s (Gentle breeze)
33.2,758.2,Wind blowing from the south-southeast,20.2,3 m/s (Gentle breeze)
28.04,760.4,Wind blowing from the north-northeast,20.7,3 m/s (Gentle breeze)
25.6,759.9,Wind blowing from the south,21.2,1 m/s (Light air)
25.5,758.8,"Calm, no wind",21.7,0 m/s (Calm)
27.2,759.2,Wind blowing from the south-southeast,23.0,2 m/s (Light breeze)
27.8,760.0,Wind blowing from the south-southeast,23.0,2 m/s (Light breeze)
28.6,758.8,Wind blowing from the south-east,22.6,2 m/s (Light breeze)
31.4,757.3,Wind blowing from the south-east,21.0,3 m/s (Gentle breeze)
32.8,758.4,Wind blowing from the south-east,20.4,3 m/s (Gentle breeze)
31.2,760.5,Wind blowing from the south-east,21.1,3 m/s (Gentle breeze)
26.2,760.3,Wind blowing from the south,22.3,2 m/s (Light breeze)
25.8,758.8,Wind blowing from the south-southwest,22.2,2 m/s (Light breeze)
27.0,758.9,Wind blowing from the south,23.4,2 m/s (Light breeze)
27.7,759.7,Wind blowing from the south-east,23.6,2 m/s (Light breeze)
28.6,758.3,Wind blowing from the south-east,23.5,2 m/s (Light breeze)
32.4,756.8,Wind blowing from the east,20.6,3 m/s (Gentle breeze)
31.6,758.0,Wind blowing from the south-east,21.5,3 m/s (Gentle breeze)
31.0,760.0,Wind blowing from the south-east,21.3,3 m/s (Gentle breeze)
24.5,759.6,"Calm, no wind",20.9,0 m/s (Calm)
25.6,758.3,Wind blowing from the west,21.3,2 m/s (Light breeze)
26.8,758.2,Wind blowing from the south-southeast,22.0,2 m/s (Light breeze)
27.8,758.5,Wind blowing from the south-east,21.9,2 m/s (Light breeze)
28.8,757.6,Wind blowing from the south-east,21.5,3 m/s (Gentle breeze)
32.6,756.3,Wind blowing from the south-east,20.1,3 m/s (Gentle breeze)
33.5,757.1,Wind blowing from the south-southeast,19.4,3 m/s (Gentle breeze)
31.5,759.3,Wind blowing from the south-southeast,21.4,3 m/s (Gentle breeze)
25.2,759.7,Wind blowing from the south-west,21.5,2 m/s (Light breeze)
26.0,758.2,Wind blowing from the south-east,23.5,1 m/s (Light air)
26.8,759.0,Wind blowing from the east-southeast,23.5,2 m/s (Light breeze)
27.6,759.4,Wind blowing from the south-east,23.5,2 m/s (Light breeze)
28.6,758.5,Wind blowing from the south-east,22.8,2 m/s (Light breeze)
31.6,757.0,Wind blowing from the south-east,19.6,3 m/s (Gentle breeze)
33.0,757.0,Wind blowing from the south-southeast,19.3,3 m/s (Gentle breeze)
31.0,758.8,Wind blowing from the south-east,20.5,3 m/s (Gentle breeze)
25.0,759.4,Wind blowing from the south-east,21.3,1 m/s (Light air)
26.0,758.0,Wind blowing from the south,21.8,1 m/s (Light air)
27.2,758.9,Wind blowing from the east-southeast,22.8,2 m/s (Light breeze)
28.0,759.4,Wind blowing from the south-southeast,21.8,3 m/s (Gentle breeze)
29.0,758.1,Wind blowing from the east-southeast,21.2,2 m/s (Light breeze)
32.2,756.9,Wind blowing from the east-southeast,18.3,3 m/s (Gentle breeze)
32.8,758.0,Wind blowing from the east-southeast,20.0,3 m/s (Gentle breeze)
30.0,760.0,Wind blowing from the east,22.2,2 m/s (Light breeze)
24.6,760.0,Wind blowing from the north-west,20.6,1 m/s (Light air)
24.6,758.2,Wind blowing from the east,20.6,1 m/s (Light air)
26.8,758.2,Wind blowing from the south-southeast,22.9,2 m/s (Light breeze)
27.6,759.3,Wind blowing from the south-southeast,21.1,3 m/s (Gentle breeze)
29.4,757.8,Wind blowing from the south-east,21.5,3 m/s (Gentle breeze)
32.8,756.4,Wind blowing from the south-east,16.5,4 m/s (Moderate breeze)
33.6,757.6,Wind blowing from the south-east,20.8,3 m/s (Gentle breeze)
30.8,759.6,Wind blowing from the north-west,22.8,3 m/s (Gentle breeze)
26.0,759.6,Wind blowing from the south,22.1,2 m/s (Light breeze)
26.0,758.5,Wind blowing from the south-southeast,23.5,2 m/s (Light breeze)
26.6,758.5,Wind blowing from the south-southeast,23.7,2 m/s (Light breeze)
27.8,759.4,Wind blowing from the south-east,23.4,2 m/s (Light breeze)
29.0,758.3,Wind blowing from the east-southeast,22.8,2 m/s (Light breeze)
31.8,757.3,Wind blowing from the east,22.7,2 m/s (Light breeze)
33.4,757.3,Wind blowing from the south-east,21.7,3 m/s (Gentle breeze)
32.8,759.2,Wind blowing from the south-east,21.7,3 m/s (Gentle breeze)
24.8,759.4,Wind blowing from the east-southeast,22.0,1 m/s (Light air)
24.8,758.5,Wind blowing from the east-southeast,21.7,1 m/s (Light air)
26.8,759.1,Wind blowing from the west-northwest,22.6,2 m/s (Light breeze)
27.8,759.3,Wind blowing from the east,21.9,2 m/s (Light breeze)
28.8,758.1,Wind blowing from the south-southeast,22.1,3 m/s (Gentle breeze)
31.0,756.9,Wind blowing from the south-east,20.9,3 m/s (Gentle breeze)
32.2,757.8,Wind blowing from the south-east,20.6,3 m/s (Gentle breeze)
31.4,760.0,Wind blowing from the east-southeast,21.9,3 m/s (Gentle breeze)
24.6,760.0,Wind blowing from the south,21.2,1 m/s (Light air)
24.6,758.9,Wind blowing from the south-southeast,21.5,1 m/s (Light air)
26.0,759.2,Wind blowing from the south,21.9,2 m/s (Light breeze)
27.6,759.7,Wind blowing from the south-southeast,22.9,2 m/s (Light breeze)
28.4,758.7,Wind blowing from the south-east,21.4,3 m/s (Gentle breeze)
31.4,757.4,Wind blowing from the east,19.8,3 m/s (Gentle breeze)
32.2,758.0,Wind blowing from the south-east,20.0,3 m/s (Gentle breeze)
29.6,760.1,Wind blowing from the east,21.5,2 m/s (Light breeze)
24.8,760.1,Wind blowing from the west,20.8,2 m/s (Light breeze)
24.5,759.0,Wind blowing from the south-southeast,20.8,1 m/s (Light air)
27.0,758.9,Wind blowing from the south-east,22.8,2 m/s (Light breeze)
27.8,759.6,Wind blowing from the south-east,22.2,2 m/s (Light breeze)
28.3,758.5,Wind blowing from the south-east,21.7,3 m/s (Gentle breeze)
30.2,757.3,Wind blowing from the east,21.8,2 m/s (Light breeze)
32.2,758.0,Wind blowing from the south-east,21.0,3 m/s (Gentle breeze)
31.0,759.7,Wind blowing from the south-east,21.2,3 m/s (Gentle breeze)
25.2,759.7,Wind blowing from the east-southeast,21.8,1 m/s (Light air)
25.9,758.8,Wind blowing from the south,22.0,1 m/s (Light air)
26.8,759.0,Wind blowing from the east,23.2,1 m/s (Light air)
27.8,759.4,Wind blowing from the east-southeast,23.4,2 m/s (Light breeze)
28.6,758.4,Wind blowing from the south-east,24.2,2 m/s (Light breeze)
31.3,757.3,Wind blowing from the south-east,22.3,3 m/s (Gentle breeze)
32.2,758.1,Wind blowing from the south-southeast,21.3,3 m/s (Gentle breeze)
31.2,759.5,Wind blowing from the south-east,22.2,3 m/s (Gentle breeze)
25.2,759.7,Wind blowing from the south-east,21.2,1 m/s (Light air)
25.5,758.8,Wind blowing from the south-southeast,21.7,2 m/s (Light breeze)
27.1,759.1,Wind blowing from the south-southeast,22.8,2 m/s (Light breeze)
27.8,759.4,Wind blowing from the south-southeast,23.4,2 m/s (Light breeze)
28.5,758.5,Wind blowing from the south-southeast,22.8,2 m/s (Light breeze)
31.2,757.4,Wind blowing from the south-east,20.1,3 m/s (Gentle breeze)
33.0,758.5,Wind blowing from the east-southeast,21.9,3 m/s (Gentle breeze)
31.0,760.3,Wind blowing from the south-southeast,22.1,3 m/s (Gentle breeze)
25.5,760.2,Wind blowing from the south,22.3,1 m/s (Light air)
26.6,759.4,Wind blowing from the south,23.0,2 m/s (Light breeze)
27.2,759.3,Wind blowing from the south-east,23.5,2 m/s (Light breeze)
27.6,759.4,Wind blowing from the south-southeast,23.8,2 m/s (Light breeze)
28.6,758.4,Wind blowing from the south-southeast,22.5,3 m/s (Gentle breeze)
31.5,757.2,Wind blowing from the east-southeast,21.0,3 m/s (Gentle breeze)
32.9,757.6,Wind blowing from the south-east,21.9,3 m/s (Gentle breeze)
31.2,759.4,Wind blowing from the south-east,21.4,3 m/s (Gentle breeze)
25.0,760.0,Wind blowing from the south-southeast,21.3,2 m/s (Light breeze)
24.4,759.3,"Calm, no wind",21.0,0 m/s (Calm)
25.4,759.7,Wind blowing from the west,21.4,2 m/s (Light breeze)
26.4,759.4,Wind blowing from the south,22.5,2 m/s (Light breeze)
28.6,758.5,Wind blowing from the south-east,23.1,2 m/s (Light breeze)
31.0,757.0,Wind blowing from the south-east,18.8,3 m/s (Gentle breeze)
32.5,757.8,Wind blowing from the east-southeast,20.8,3 m/s (Gentle breeze)
30.5,759.7,Wind blowing from the south-east,21.4,3 m/s (Gentle breeze)
24.0,760.2,Wind blowing from the south-southeast,20.2,1 m/s (Light air)
23.4,759.3,Wind blowing from the south-southeast,20.5,1 m/s (Light air)
26.2,759.6,Wind blowing from the south-southwest,23.2,2 m/s (Light breeze)
27.4,759.8,Wind blowing from the south-southeast,23.3,2 m/s (Light breeze)
28.0,758.0,Wind blowing from the east-southeast,22.4,2 m/s (Light breeze)
30.8,757.3,Wind blowing from the south-southeast,20.3,3 m/s (Gentle breeze)
32.2,758.2,Wind blowing from the east-southeast,20.6,3 m/s (Gentle breeze)
29.2,760.5,Wind blowing from the west-northwest,20.4,3 m/s (Gentle breeze)
25.4,760.4,Wind blowing from the west,20.2,2 m/s (Light breeze)
24.4,759.4,Wind blowing from the west-northwest,20.1,2 m/s (Light breeze)
25.7,759.7,Wind blowing from the east-northeast,20.4,1 m/s (Light air)
27.6,760.3,Wind blowing from the south-east,21.4,2 m/s (Light breeze)
28.8,759.0,Wind blowing from the south-east,20.5,3 m/s (Gentle breeze)
32.2,758.0,Wind blowing from the south-southeast,19.3,3 m/s (Gentle breeze)
32.8,759.3,Wind blowing from the south-east,21.3,3 m/s (Gentle breeze)
31.8,761.3,Wind blowing from the south,20.1,3 m/s (Gentle breeze)
25.0,761.3,Wind blowing from the west,21.3,2 m/s (Light breeze)
24.9,760.2,Wind blowing from the south-southeast,20.9,2 m/s (Light breeze)
26.9,759.9,Wind blowing from the east,23.2,1 m/s (Light air)
27.8,760.6,Wind blowing from the south-southeast,23.4,2 m/s (Light breeze)
29.1,759.4,Wind blowing from the south-east,23.6,2 m/s (Light breeze)
32.2,757.8,Wind blowing from the south-east,19.6,3 m/s (Gentle breeze)
32.6,758.7,Wind blowing from the south-east,22.4,3 m/s (Gentle breeze)
30.4,761.1,Wind blowing from the south-east,21.4,3 m/s (Gentle breeze)
23.8,760.9,Wind blowing from the south,21.8,1 m/s (Light air)
24.6,759.7,Wind blowing from the north-west,21.2,1 m/s (Light air)
26.8,759.9,Wind blowing from the south,22.6,2 m/s (Light breeze)
27.7,760.3,Wind blowing from the south-southeast,22.8,2 m/s (Light breeze)
28.4,758.5,Wind blowing from the south-east,22.3,2 m/s (Light breeze)
31.4,757.4,Wind blowing from the south-southeast,19.3,3 m/s (Gentle breeze)
